,Order_ID,Order_Date,Customer_ID,Customer_Name,Gender,Age,Age_Group,City,State,Region,Latitude,Longitude,Product_ID,Product_Name,Category,Sub_Category,Quantity,Unit_Price,Discount_Percentage,Sales,Cost,Profit,Profit_Margin,Payment_Method,Order_Status,Delivery_Days,Customer_Rating,Customer_Segment,Device_Type,age
3845,ORD108723,2025-04-08,CUST12882,Suresh Deshmukh,Male,33.0,26-35,Chandigarh,Chandigarh,North,30.7333,76.7794,P1058,Data Science Handbook,Books,Academic,1,1513.09,9.8,1364.44,1130.33,234.11,17.16,Upi,Delivered,3,3.4,Regular,Desktop,33
3846,ORD105164,2024-10-17,CUST12846,Diya Das,Male,39.0,36-45,Surat,Gujarat,West,21.1702,72.8311,P1015,W Printed Palazzo Set,Fashion,Women'S Clothing,1,1821.94,17.5,1502.69,985.83,516.86,34.4,Upi,Delivered,3,4.9,Premium,Desktop,39
3847,ORD104916,2024-10-09,CUST13416,Tanvi Rao,Female,23.0,18-25,Kochi,Kerala,South,9.9312,76.2673,P1036,Maybelline Fit Me Foundation,Beauty,Makeup,4,725.88,22.3,2256.13,1608.85,647.28,28.69,Debit Card,Delivered,8,4.0,Premium,Mobile App,23
3848,ORD104854,2024-10-07,CUST12563,Karan Naidu,Male,35.0,26-35,Bengaluru,Karnataka,South,12.9716,77.5946,P1036,Maybelline Fit Me Foundation,Beauty,Makeup,4,1373.75,14.0,4725.35,2856.08,1869.27,39.56,Upi,Delivered,4,4.2,Premium,Mobile Web,35
3849,ORD109394,2025-05-15,CUST10145,Shruti Shah,Male,36.0,36-45,Hyderabad,Telangana,South,17.385,78.4867,P1044,Haldiram Namkeen Combo,Grocery,Snacks,3,443.27,0.0,1329.81,1090.68,239.13,17.98,Wallet,Delivered,3,5.0,Premium,Desktop,36
3850,ORD102541,2024-06-12,CUST12656,Ritu Kaur,Female,19.0,18-25,Lucknow,Uttar Pradesh,North,26.8467,80.9462,P1013,Us Polo Assn Polo T-Shirt,Fashion,Men'S Clothing,1,1000.25,22.1,778.99,568.66,210.33,27.0,Cash On Delivery,Delivered,5,4.5,Corporate,Mobile App,19
3851,ORD102785,2024-06-28,CUST11437,Farhan Rao,Female,38.0,36-45,Ahmedabad,Gujarat,West,23.0225,72.5714,P1025,Sleepwell Foam Mattress,Home & Furniture,Furniture,1,17004.67,22.8,13128.94,11913.03,1215.91,9.26,Upi,Delivered,3,4.6,Budget,Tablet,38
3852,ORD113536,2025-11-05,CUST11375,Kavya Bhat,Female,39.0,36-45,Delhi,Delhi,North,28.7041,77.1025,P1059,Amar Chitra Katha Box Set,Books,Children'S Books,1,2141.19,6.7,1997.61,1455.83,541.78,27.12,Upi,Delivered,4,4.5,Corporate,Mobile Web,39
3853,ORD106549,2024-12-05,CUST11346,Deepak Bose,Female,37.0,36-45,Hyderabad,Telangana,South,17.385,78.4867,P1014,Biba Anarkali Kurta,Fashion,Women'S Clothing,2,3040.87,21.1,4796.56,3389.02,1407.54,29.34,Upi,Delivered,2,4.0,Budget,Mobile Web,37
3854,ORD106503,2024-12-03,CUST12709,Ananya Reddy,Male,35.0,26-35,Chennai,Tamil Nadu,South,13.0827,80.2707,P1063,Whirlpool 7Kg Top Load,Appliances,Washing Machines,1,27498.75,21.2,21659.86,20406.91,1252.95,5.78,Upi,Delivered,3,5.0,Premium,Mobile App,35
3855,ORD107420,2025-01-19,CUST12691,Amit Gill,Female,32.0,26-35,Kolkata,West Bengal,East,22.5726,88.3639,P1045,Mtr Ready To Eat Combo,Grocery,Packaged Food,1,518.29,12.4,454.03,434.34,19.69,4.34,Upi,Delivered,3,5.0,Budget,Tablet,32
3856,ORD101264,2024-03-28,CUST11998,Pooja Chauhan,Male,39.0,36-45,Mumbai,Maharashtra,West,19.076,72.8777,P1049,Nivia Football Jersey,Sports,Sportswear,1,1940.25,21.8,1517.77,1241.73,276.04,18.19,Net Banking,Delivered,3,4.2,Regular,Desktop,39
3857,ORD110178,2025-06-26,CUST11744,Ananya Gill,Female,39.0,36-45,Bengaluru,Karnataka,South,12.9716,77.5946,P1060,Lg 260L Double Door Fridge,Appliances,Refrigerators,1,35165.56,11.3,31177.51,27899.34,3278.17,10.51,Upi,Delivered,1,4.8,Budget,Mobile App,39
3858,ORD113842,2025-11-15,CUST10671,Shruti Nair,Female,42.0,36-45,Hyderabad,Telangana,South,17.385,78.4867,P1026,Prestige Pressure Cooker,Home & Furniture,Kitchenware,2,3312.64,30.8,4586.57,4854.35,-267.78,-5.84,Credit Card,Delivered,5,4.9,Premium,Mobile App,42
3859,ORD105776,2024-11-05,CUST13405,Aditya Sheikh,Female,35.0,26-35,Gurugram,Haryana,North,28.4595,77.0266,P1059,Amar Chitra Katha Box Set,Books,Children'S Books,1,1654.07,20.3,1318.86,1157.54,161.32,12.23,Net Banking,Delivered,4,5.0,Regular,Mobile Web,35
3860,ORD107066,2024-12-29,CUST11735,Pooja Khan,Male,47.0,46-60,Indore,Madhya Pradesh,Central,22.7196,75.8577,P1002,Samsung Galaxy M35,Electronics,Smartphones,1,19284.89,13.1,16766.18,16025.57,-255.33,-1.52,Wallet,Cancelled,7,3.8,Premium,Mobile App,47
3861,ORD114269,2025-11-29,CUST10603,Anjali Kaur,Male,34.0,26-35,Bhopal,Madhya Pradesh,Central,23.2599,77.4126,P1045,Mtr Ready To Eat Combo,Grocery,Packaged Food,4,379.39,17.1,1258.3,1249.14,9.16,0.73,Credit Card,Delivered,5,4.1,Budget,Mobile Web,34
3862,ORD101637,2024-04-20,CUST13291,Priya Chauhan,Female,46.0,46-60,Delhi,Delhi,North,28.7041,77.1025,P1044,Haldiram Namkeen Combo,Grocery,Snacks,2,382.4,0.0,764.8,612.0,152.8,19.98,Credit Card,Delivered,3,5.0,Regular,Mobile App,46
3863,ORD103544,2024-08-10,CUST11882,Aditi Mishra,Male,52.0,46-60,Bengaluru,Karnataka,South,12.9716,77.5946,P1010,Apple Watch Se,Electronics,Smart Watches,2,33408.24,19.6,53714.88,59165.33,-5450.45,-10.15,Credit Card,Delivered,4,5.0,Budget,Tablet,52
3864,ORD109320,2025-05-12,CUST13561,Pooja Yadav,Female,51.0,46-60,Kolkata,West Bengal,East,22.5726,88.3639,P1022,Hidesign Leather Handbag,Fashion,Bags,2,5970.4,15.5,10092.29,7408.9,2683.39,26.59,Cash On Delivery,Delivered,4,4.3,Premium,Mobile App,51
3865,ORD109355,2025-05-14,CUST12656,Ritu Kaur,Female,19.0,18-25,Lucknow,Uttar Pradesh,North,26.8467,80.9462,P1045,Mtr Ready To Eat Combo,Grocery,Packaged Food,3,406.23,11.7,1075.85,999.94,75.91,7.06,Credit Card,Delivered,7,3.8,Corporate,Mobile App,19
3866,ORD107732,2025-02-08,CUST12931,Pooja Das,Male,45.0,36-45,Mumbai,Maharashtra,West,19.076,72.8777,P1025,Sleepwell Foam Mattress,Home & Furniture,Furniture,3,17374.69,8.1,47905.1,36474.32,11430.78,23.86,Cash On Delivery,Delivered,3,4.1,Regular,Mobile App,45
3867,ORD112930,2025-10-18,CUST12813,Nikhil Pandey,Male,19.0,18-25,Mysuru,Karnataka,South,12.2958,76.6394,P1020,Fastrack Casual Watch,Fashion,Watches,2,1858.43,29.0,2640.3,2091.93,548.37,20.77,Cash On Delivery,Delivered,4,3.8,Budget,Mobile App,19
3868,ORD100190,2024-01-14,CUST12709,Ananya Reddy,Male,35.0,26-35,Chennai,Tamil Nadu,South,13.0827,80.2707,P1035,Lakme Absolute Lipstick,Beauty,Makeup,1,885.88,11.9,780.44,429.67,-159.41,-20.43,Debit Card,Returned,3,3.9,Premium,Mobile App,35
3869,ORD103146,2024-07-19,CUST12154,Vikram Pillai,Female,33.0,26-35,Bengaluru,Karnataka,South,12.9716,77.5946,P1034,L'Oreal Hair Serum,Beauty,Haircare,1,651.23,18.6,530.35,356.53,-135.89,-25.62,Upi,Returned,1,4.1,Premium,Mobile App,33
3870,ORD102920,2024-07-07,CUST13121,Anjali Nair,Male,29.0,26-35,Bengaluru,Karnataka,South,12.9716,77.5946,P1042,Tata Tea Premium 1Kg,Grocery,Beverages,2,592.66,11.2,1052.83,1011.04,41.79,3.97,Upi,Delivered,5,4.5,Regular,Mobile App,29
3871,ORD104930,2024-10-09,CUST11537,Siddharth Pillai,Male,29.0,26-35,Lucknow,Uttar Pradesh,North,26.8467,80.9462,P1012,Allen Solly Formal Shirt,Fashion,Men'S Clothing,1,1726.93,19.1,1396.52,960.24,436.28,31.24,Cash On Delivery,Delivered,4,4.5,Regular,Mobile App,29
3872,ORD106136,2024-11-19,CUST13393,Siddharth Bhat,Female,18.0,18-25,Indore,Madhya Pradesh,Central,22.7196,75.8577,P1017,Bata Formal Shoes,Fashion,Footwear,2,1350.22,19.0,2186.88,1637.61,549.27,25.12,Upi,Delivered,4,4.1,Regular,Desktop,18
3873,ORD101569,2024-04-16,CUST13556,Vivaan Pillai,Female,32.0,26-35,Delhi,Delhi,North,28.7041,77.1025,P1021,Wildcraft Laptop Backpack,Fashion,Bags,1,31909.96603181037,10.4,2385.41,1590.37,795.04,33.33,Upi,Delivered,3,4.6,Regular,Mobile Web,32
3874,ORD113962,2025-11-19,CUST11697,Sameer Reddy,Female,35.0,26-35,Thiruvananthapuram,Kerala,South,8.5241,76.9366,P1031,Minimalist Vitamin C Serum,Beauty,Skincare,3,789.49,14.2,2031.4,1209.31,-31.82,-1.57,Cash On Delivery,Cancelled,7,3.6,Premium,Desktop,35
3875,ORD102663,2024-06-20,CUST10024,Priya Sheikh,Female,40.0,36-45,Mumbai,Maharashtra,West,19.076,72.8777,P1051,Decathlon Camping Tent,Sports,Outdoor Gear,2,7999.31,17.4,13219.99,11465.25,1754.74,13.27,Cash On Delivery,Delivered,2,4.8,Regular,Mobile App,40
3876,ORD114399,2025-12-05,CUST11025,Vikram Mishra,Male,23.0,18-25,Bhubaneswar,Odisha,East,20.2961,85.8245,P1057,Ncert Class 12 Bundle,Books,Academic,2,687.73,11.3,1220.42,1090.09,130.33,10.68,Upi,Delivered,5,4.3,Premium,Desktop,23
3877,ORD106202,2024-11-22,CUST10260,Sneha Das,Male,48.0,46-60,Lucknow,Uttar Pradesh,North,26.8467,80.9462,P1032,Cetaphil Moisturiser,Beauty,Skincare,2,811.23,18.2,1327.94,884.89,443.05,33.36,Cash On Delivery,Delivered,7,4.1,Budget,Mobile App,48
3878,ORD104934,2024-10-09,CUST12788,Deepak Chatterjee,Male,27.0,26-35,Ludhiana,Punjab,North,30.901,75.8573,P1060,Lg 260L Double Door Fridge,Appliances,Refrigerators,1,34403.54,14.1,29549.1,27588.57,1960.53,6.63,Credit Card,Delivered,7,4.2,Premium,Mobile App,27
3879,ORD106236,2024-11-23,CUST12804,Priya Das,Male,19.0,18-25,Surat,Gujarat,West,21.1702,72.8311,P1031,Minimalist Vitamin C Serum,Beauty,Skincare,1,799.49,32.4,540.41,414.55,125.86,23.29,Upi,Shipped,6,4.2,Regular,Mobile Web,19
3880,ORD103118,2024-07-17,CUST12239,Gaurav Joshi,Male,34.0,26-35,Mumbai,Maharashtra,West,19.076,72.8777,P1061,Samsung 192L Single Door,Appliances,Refrigerators,1,22375.01,10.3,20070.14,18605.75,1464.39,7.3,Upi,Delivered,4,4.0,Regular,Mobile App,34
3881,ORD108237,2025-03-12,CUST13286,Zoya Mishra,Female,18.0,18-25,Ahmedabad,Gujarat,West,23.0225,72.5714,P1009,Noise Colorfit Pro 5,Electronics,Smart Watches,1,3474.11,5.7,3274.47,2265.57,-421.29,-12.87,Upi,Returned,3,3.3,Budget,Mobile App,18
3882,ORD111492,2025-08-28,CUST12065,Shruti Kulkarni,Male,28.0,26-35,Delhi,Delhi,North,28.7041,77.1025,P1023,Nilkamal Study Table,Home & Furniture,Furniture,1,8253.34,22.5,6395.66,5902.58,493.08,7.71,Upi,Delivered,4,4.8,Premium,Mobile App,28
3883,ORD112712,2025-10-11,CUST13157,Aditya Deshmukh,Female,18.0,18-25,Hyderabad,Telangana,South,17.385,78.4867,P1002,Samsung Galaxy M35,Electronics,Smartphones,1,17465.49,31.9,11891.06,14604.09,-2713.03,-22.82,Credit Card,Delivered,4,5.0,Budget,Mobile App,18
3884,ORD107656,2025-02-03,CUST12449,Ayesha Das,Male,23.0,18-25,Patna,Bihar,East,25.5941,85.1376,P1009,Noise Colorfit Pro 5,Electronics,Smart Watches,1,2199.81,14.3,1884.24,1457.23,427.01,22.66,Emi,Shipped,7,4.8,Budget,Desktop,23
3885,ORD113971,2025-11-19,CUST10329,Anil Bose,Male,33.0,26-35,Pune,Maharashtra,West,18.5204,73.8567,P1038,Fogg Body Spray,Beauty,Fragrances,2,686.25,29.2,971.53,759.2,212.33,21.86,Credit Card,Delivered,5,4.9,Premium,Desktop,33
3886,ORD102163,2024-05-20,CUST11159,Arjun Mehta,Male,18.0,18-25,Pune,Maharashtra,West,18.5204,73.8567,P1007,Sony Wh-Ch520,Electronics,Headphones,1,4449.22,8.1,4090.6,3399.2,691.4,16.9,Emi,Delivered,3,4.7,Budget,Mobile App,18
3887,ORD108473,2025-03-25,CUST11019,Riya Patil,Male,35.0,26-35,Lucknow,Uttar Pradesh,North,26.8467,80.9462,P1033,Mamaearth Onion Shampoo,Beauty,Haircare,1,508.92,18.7,413.56,254.36,159.2,38.5,Credit Card,Delivered,4,4.4,Regular,Mobile App,35
3888,ORD107338,2025-01-13,CUST12709,Ananya Reddy,Male,35.0,26-35,Chennai,Tamil Nadu,South,13.0827,80.2707,P1017,Bata Formal Shoes,Fashion,Footwear,1,2247.69,17.0,1866.31,1350.12,516.19,27.66,Debit Card,Delivered,3,4.5,Premium,Mobile Web,35
3889,ORD111324,2025-08-21,CUST11728,Farhan Khan,Female,18.0,18-25,Ludhiana,Punjab,North,30.901,75.8573,P1047,Kore Dumbbell Set 20Kg,Sports,Fitness Equipment,1,2956.85,10.0,2660.58,2206.36,454.22,17.07,Cash On Delivery,Delivered,2,5.0,Regular,Mobile App,18
3890,ORD108547,2025-03-29,CUST11791,Imran Naidu,Female,40.0,36-45,Gurugram,Haryana,North,28.4595,77.0266,P1064,Bajaj 20L Solo Microwave,Appliances,Microwaves,1,6756.75,20.0,5403.89,5216.44,187.45,3.47,Upi,Delivered,1,5.0,Regular,Mobile App,40
3891,ORD112173,2025-09-24,CUST11705,Anjali Shah,Male,27.0,26-35,Ahmedabad,Gujarat,West,23.0225,72.5714,P1057,Ncert Class 12 Bundle,Books,Academic,1,1309.79,12.2,1150.39,1047.59,102.8,8.94,Debit Card,Delivered,5,3.8,Corporate,Mobile App,27
3892,ORD114656,2025-12-17,CUST11278,Tejas Iyer,Female,46.0,46-60,Kanpur,Uttar Pradesh,North,26.4499,80.3319,P1061,Samsung 192L Single Door,Appliances,Refrigerators,1,17235.39,4.4,16471.32,13633.83,2837.49,17.23,Cash On Delivery,Delivered,5,3.6,Regular,Mobile App,46
3893,ORD107098,2024-12-30,CUST11299,Neha Yadav,Female,32.0,26-35,Jaipur,Rajasthan,North,26.9124,75.7873,P1012,Allen Solly Formal Shirt,Fashion,Men'S Clothing,2,2481.92,24.7,3735.48,2807.8,927.68,24.83,Upi,Delivered,5,3.3,Premium,Mobile App,32
3894,ORD113734,2025-11-11,CUST11497,Suresh Khan,Female,38.0,36-45,Nagpur,Maharashtra,West,21.1458,79.0882,P1001,Redmi Note 13 5G,Electronics,Smartphones,1,12859.6,14.5,10998.32,10548.84,449.48,4.09,Credit Card,Delivered,7,4.2,Budget,Mobile App,38
3895,ORD100501,2024-02-05,CUST13412,Tejas Nair,Female,18.0,18-25,Jaipur,Rajasthan,North,26.9124,75.7873,P1017,Bata Formal Shoes,Fashion,Footwear,1,1857.64,15.9,1562.02,1135.11,426.91,27.33,Wallet,Delivered,4,4.4,Budget,Mobile Web,18
3896,ORD103126,2024-07-18,CUST13592,Aditya Singh,Male,40.0,36-45,Pune,Maharashtra,West,18.5204,73.8567,P1041,Fortune Sunflower Oil 5L,Grocery,Staples,1,1362.58,15.5,1151.21,1201.16,-49.95,-4.34,Upi,Delivered,3,4.6,Premium,Desktop,40
3897,ORD114226,2025-11-27,CUST12512,Rajesh Kulkarni,Male,32.0,26-35,Bengaluru,Karnataka,South,12.9716,77.5946,P1001,Redmi Note 13 5G,Electronics,Smartphones,1,19945.67,23.8,15201.06,15927.14,-726.08,-4.78,Upi,Delivered,6,4.1,Premium,Mobile Web,32
3898,ORD111417,2025-08-25,CUST12243,Sneha Joshi,Male,18.0,18-25,Chandigarh,Chandigarh,North,30.7333,76.7794,P1041,Fortune Sunflower Oil 5L,Grocery,Staples,2,1042.17,13.5,1802.92,1893.4,-90.48,-5.02,Debit Card,Delivered,7,4.0,Regular,Mobile App,18
3899,ORD104635,2024-09-30,CUST10801,Yash Naidu,Female,51.0,46-60,Bengaluru,Karnataka,South,12.9716,77.5946,P1022,Hidesign Leather Handbag,Fashion,Bags,2,5203.94,27.8,7510.06,6324.95,-1258.06,-16.75,Debit Card,Returned,4,4.1,Budget,Mobile App,51
3900,ORD105073,2024-10-13,CUST13160,Priya Singh,Male,46.0,46-60,Chennai,Tamil Nadu,South,13.0827,80.2707,P1013,Us Polo Assn Polo T-Shirt,Fashion,Men'S Clothing,1,2244.74,27.3,1632.52,1258.0,-182.52,-11.18,Debit Card,Returned,3,3.9,Corporate,Mobile App,46
3901,ORD113569,2025-11-06,CUST10108,Vikram Verma,Female,34.0,26-35,Pune,Maharashtra,West,18.5204,73.8567,P1053,The White Tiger,Books,Fiction,2,474.52,25.6,705.95,692.06,13.89,1.97,Upi,Delivered,5,4.7,Regular,Mobile App,34
3902,ORD101930,2024-05-06,CUST10821,Deepak Patil,Male,26.0,26-35,Indore,Madhya Pradesh,Central,22.7196,75.8577,P1006,Boat Rockerz 450,Electronics,Headphones,1,1922.76,0.8,1908.32,1310.84,597.48,31.31,Credit Card,Delivered,4,3.8,Regular,Mobile App,26
3903,ORD108159,2025-03-08,CUST13504,Tanvi Mishra,Male,28.0,26-35,Thiruvananthapuram,Kerala,South,8.5241,76.9366,P1042,Tata Tea Premium 1Kg,Grocery,Beverages,3,458.41,14.4,1177.75,1210.87,-21.25,-1.8,Upi,Cancelled,7,3.0,Budget,Mobile Web,28
3904,ORD110091,2025-06-21,CUST11426,Suresh Joshi,Female,19.0,18-25,Pune,Maharashtra,West,18.5204,73.8567,P1040,India Gate Basmati Rice 5Kg,Grocery,Staples,2,946.9,0.0,1893.8,1719.51,174.29,9.2,Debit Card,Delivered,1,4.5,Premium,Desktop,19
3905,ORD103428,2024-08-04,CUST10447,Pooja Bhat,Male,43.0,36-45,Delhi,Delhi,North,28.7041,77.1025,P1007,Sony Wh-Ch520,Electronics,Headphones,1,4045.74,18.2,3310.12,2979.78,330.34,9.98,Wallet,Delivered,3,5.0,Budget,Desktop,43
3906,ORD101220,2024-03-25,CUST12353,Vikram Gupta,Male,38.0,36-45,Jaipur,Rajasthan,North,26.9124,75.7873,P1014,Biba Anarkali Kurta,Fashion,Women'S Clothing,1,2323.33,16.7,1936.39,1273.67,662.72,34.22,Upi,Delivered,4,4.6,Premium,Mobile App,38
3907,ORD112435,2025-10-04,CUST12279,Amit Khan,Female,24.0,18-25,Coimbatore,Tamil Nadu,South,11.0168,76.9558,P1035,Lakme Absolute Lipstick,Beauty,Makeup,1,694.25,18.6,564.95,335.71,229.24,40.58,Upi,Delivered,9,3.3,Budget,Mobile Web,24
3908,ORD105192,2024-10-18,CUST13334,Arjun Gupta,Female,18.0,18-25,Mumbai,Maharashtra,West,19.076,72.8777,P1037,Nykaa Eau De Parfum,Beauty,Fragrances,3,1479.71,17.9,3646.12,2254.22,-72.59,-1.99,Credit Card,Cancelled,5,3.7,Regular,Mobile App,18
3909,ORD108954,2025-04-21,CUST10911,Kabir Naidu,Female,26.0,26-35,Mumbai,Maharashtra,West,19.076,72.8777,P1015,W Printed Palazzo Set,Fashion,Women'S Clothing,2,2478.87,18.1,4060.42,2702.39,-569.55,-14.03,Credit Card,Returned,4,3.6,Regular,Mobile App,26
3910,ORD114840,2025-12-25,CUST11299,Neha Yadav,Female,32.0,26-35,Jaipur,Rajasthan,North,26.9124,75.7873,P1017,Bata Formal Shoes,Fashion,Footwear,1,2518.51,5.2,2387.69,1563.4,824.29,34.52,Debit Card,Delivered,6,3.8,Premium,Mobile Web,32
3911,ORD106863,2024-12-20,CUST11735,Pooja Khan,Male,47.0,46-60,Indore,Madhya Pradesh,Central,22.7196,75.8577,P1044,Haldiram Namkeen Combo,Grocery,Snacks,2,419.26,14.7,715.04,668.08,46.96,6.57,Cash On Delivery,Delivered,4,4.8,Premium,Mobile App,47
3912,ORD103044,2024-07-13,CUST11398,Arjun Kaur,Male,37.0,36-45,Bengaluru,Karnataka,South,12.9716,77.5946,P1003,Oneplus Nord Ce4,Electronics,Smartphones,1,33226.4,14.3,28488.68,27601.97,-341.87,-1.2,Upi,Cancelled,4,3.8,Premium,Mobile App,37
3913,ORD100607,2024-02-13,CUST12867,Zoya Kulkarni,Male,26.0,26-35,Chennai,Tamil Nadu,South,13.0827,80.2707,P1036,Maybelline Fit Me Foundation,Beauty,Makeup,4,1012.98,27.9,2920.17,2188.96,731.21,25.04,Credit Card,Delivered,3,4.9,Regular,Mobile Web,26
3914,ORD108139,2025-03-07,CUST10096,Rajesh Bose,Male,30.0,26-35,Jaipur,Rajasthan,North,26.9124,75.7873,P1055,India After Gandhi,Books,Non-Fiction,3,693.29,6.4,1946.63,1507.51,439.12,22.56,Upi,Delivered,4,4.7,Corporate,Desktop,30
3915,ORD107593,2025-01-31,CUST12065,Shruti Kulkarni,Male,28.0,26-35,Delhi,Delhi,North,28.7041,77.1025,P1004,Hp Pavilion 15,Electronics,Laptops,2,86130.7,10.0,155105.22,143221.08,11884.14,7.66,Wallet,Delivered,4,4.9,Premium,Mobile App,28
3916,ORD108645,2025-04-04,CUST11476,Vivaan Banerjee,Male,50.0,46-60,Bhopal,Madhya Pradesh,Central,23.2599,77.4126,P1052,Sg Cricket Kit,Sports,Outdoor Gear,2,4512.6,20.1,7207.62,6779.59,-137.54,-1.91,Cash On Delivery,Cancelled,3,3.7,Regular,Mobile App,50
3917,ORD103204,2024-07-21,CUST10243,Priya Rao,Female,39.0,36-45,Delhi,Delhi,North,28.7041,77.1025,P1019,Titan Neo Analog Watch,Fashion,Watches,1,2849.23,13.8,2456.6,1634.4,822.2,33.47,Upi,Delivered,5,4.0,Budget,Tablet,39
3918,ORD104310,2024-09-16,CUST11573,Anil Chatterjee,Female,32.0,26-35,Chennai,Tamil Nadu,South,13.0827,80.2707,P1043,Bru Instant Coffee 200G,Grocery,Beverages,2,674.16,12.4,1181.09,1121.79,59.3,5.02,Credit Card,Delivered,4,5.0,Regular,Mobile App,32
3919,ORD108709,2025-04-07,CUST11865,Ananya Mishra,Male,28.0,26-35,Hyderabad,Telangana,South,17.385,78.4867,P1046,Maggi Noodles Pack Of 12,Grocery,Packaged Food,2,215.73,10.7,385.32,366.21,19.11,4.96,Net Banking,Delivered,4,4.5,Premium,Desktop,28
3920,ORD113311,2025-10-28,CUST11362,Karan Joshi,Male,32.0,26-35,Hyderabad,Telangana,South,17.385,78.4867,P1029,Pepperfry Table Lamp,Home & Furniture,Home Decor,3,3526.58,24.4,8000.46,7292.53,707.93,8.85,Upi,Delivered,3,4.4,Premium,Mobile App,32
3921,ORD111890,2025-09-13,CUST10665,Rajesh Chauhan,Female,40.0,36-45,Lucknow,Uttar Pradesh,North,26.8467,80.9462,P1049,Nivia Football Jersey,Sports,Sportswear,1,833.53,12.2,731.84,521.47,210.37,28.75,Wallet,Delivered,7,3.7,Regular,Desktop,40
3922,ORD106544,2024-12-05,CUST13254,Gaurav Shah,Male,54.0,46-60,Thiruvananthapuram,Kerala,South,8.5241,76.9366,P1004,Hp Pavilion 15,Electronics,Laptops,1,65614.71,19.7,52704.7,55021.09,-2316.39,-4.4,Credit Card,Delivered,4,4.7,Corporate,Mobile App,54
3923,ORD101495,2024-04-12,CUST12348,Sunita Khan,Female,42.0,36-45,Coimbatore,Tamil Nadu,South,11.0168,76.9558,P1050,Adidas Track Pants,Sports,Sportswear,1,2266.71,12.7,1978.05,1469.08,508.97,25.73,Credit Card,Delivered,4,5.0,Budget,Mobile App,42
3924,ORD110614,2025-07-17,CUST12285,Yash Rao,Male,32.0,26-35,Mumbai,Maharashtra,West,19.076,72.8777,P1025,Sleepwell Foam Mattress,Home & Furniture,Furniture,1,15081.9,9.1,13710.79,10465.45,3245.34,23.67,Upi,Delivered,3,5.0,Budget,Mobile App,32
3925,ORD114087,2025-11-23,CUST11408,Suresh Deshmukh,Female,35.0,26-35,Bhubaneswar,Odisha,East,20.2961,85.8245,P1065,Ifb 25L Convection Oven,Appliances,Microwaves,1,9351.48,33.4,6223.89,7234.97,-1011.08,-16.25,Cash On Delivery,Delivered,8,3.5,Regular,Tablet,35
3926,ORD103863,2024-08-27,CUST11842,Nikhil Das,Female,57.0,46-60,Surat,Gujarat,West,21.1702,72.8311,P1045,Mtr Ready To Eat Combo,Grocery,Packaged Food,2,313.76,5.1,595.48,522.79,72.69,12.21,Upi,Delivered,2,5.0,Budget,Tablet,57
3927,ORD100326,2024-01-25,CUST13329,Imran Banerjee,Male,18.0,18-25,Hyderabad,Telangana,South,17.385,78.4867,P1039,Aashirvaad Atta 10Kg,Grocery,Staples,4,545.3,20.1,1743.56,1975.81,-232.25,-13.32,Credit Card,Delivered,3,5.0,Budget,Desktop,18
3928,ORD114767,2025-12-21,CUST12711,Farhan Bhat,Male,34.0,26-35,Bhubaneswar,Odisha,East,20.2961,85.8245,P1046,Maggi Noodles Pack Of 12,Grocery,Packaged Food,2,122.4,7.2,227.15,208.91,18.24,8.03,Upi,Delivered,6,3.6,Regular,Mobile App,34
3929,ORD106806,2024-12-17,CUST12879,Kabir Banerjee,Male,37.0,36-45,Mumbai,Maharashtra,West,19.076,72.8777,P1034,L'Oreal Hair Serum,Beauty,Haircare,1,1057.93,12.2,929.26,574.52,354.74,38.17,Credit Card,Delivered,3,4.6,Premium,Desktop,37
3930,ORD112787,2025-10-14,CUST12796,Arjun Das,Female,31.0,26-35,Kochi,Kerala,South,9.9312,76.2673,P1012,Allen Solly Formal Shirt,Fashion,Men'S Clothing,2,2350.49,32.6,3169.8,2662.88,506.92,15.99,Cash On Delivery,Delivered,8,4.7,Premium,Mobile App,31
3931,ORD111045,2025-08-07,CUST10336,Gaurav Bose,Male,19.0,18-25,Chennai,Tamil Nadu,South,13.0827,80.2707,P1018,Puma Running Shoes,Fashion,Footwear,4,5528.58,28.6,15785.91,14185.49,1600.42,10.14,Emi,Delivered,4,4.4,Corporate,Mobile App,19
3932,ORD103983,2024-09-02,CUST11952,Neha Sharma,Male,22.0,18-25,Bhopal,Madhya Pradesh,Central,23.2599,77.4126,P1048,Cockatoo Exercise Cycle,Sports,Fitness Equipment,3,9223.65,9.8,24947.2,21365.63,3581.57,14.36,Net Banking,Delivered,6,4.0,Regular,Desktop,22
3933,ORD105070,2024-10-13,CUST10394,Vivaan Pandey,Male,31.0,26-35,Mumbai,Maharashtra,West,19.076,72.8777,P1046,Maggi Noodles Pack Of 12,Grocery,Packaged Food,1,234.8,12.0,206.53,204.78,1.75,0.85,Upi,Delivered,3,4.2,Regular,Mobile App,31
3934,ORD102826,2024-07-01,CUST12186,Aditi Reddy,Female,18.0,18-25,Bengaluru,Karnataka,South,12.9716,77.5946,P1042,Tata Tea Premium 1Kg,Grocery,Beverages,1,704.31,15.7,593.96,603.65,-9.69,-1.63,Credit Card,Delivered,2,3.9,Premium,Mobile App,18
