Order_ID,Order_Date,Customer_ID,Customer_Name,Gender,Age,Age_Group,City,State,Region,Latitude,Longitude,Product_ID,Product_Name,Category,Sub_Category,Quantity,Unit_Price,Discount_Percentage,Sales,Cost,Profit,Profit_Margin,Payment_Method,Order_Status,Delivery_Days,Customer_Rating,Customer_Segment,Device_Type
ORD114317,2025-12-01,CUST10340,Pooja Gill,Male,29.0,26-35,Pune,Maharashtra,West,18.5204,73.8567,P1015,W Printed Palazzo Set,Fashion,Women's Clothing,1,2400.11,21.9,1875.52,1282.77,592.75,31.6,UPI,Delivered,3.0,4.2,Premium,Mobile Web
ORD109927,2025-06-12,CUST10818,Kavya Chatterjee,Male,34.0,26-35,Nagpur,Maharashtra,West,21.1458,79.0882,P1009,Noise ColorFit Pro 5,Electronics,Smart Watches,2,2580.41,4.7,4916.65,3478.73,1437.92,29.25,Debit Card,Delivered,6.0,4.0,Budget,Tablet
ORD108365,2025-03-20,CUST11235,Vivaan Rao,Male,26.0,26-35,Mumbai,Maharashtra,West,19.076,72.8777,P1023,Nilkamal Study Table,Home & Furniture,Furniture,1,9998.75,4.1,9588.68,7056.86,2531.82,26.4,UPI,Delivered,5.0,4.6,Premium,Mobile Web
ORD101700,2024-04-24,CUST10959,Pranav Shah,Male,36.0,36-45,Gurugram,Haryana,North,28.4595,77.0266,P1005,Lenovo IdeaPad Slim 3,Electronics,Laptops,1,44191.18,13.0,38425.41,37823.84,601.57,1.57,Credit Card,Delivered,1.0,4.6,Budget,Mobile App
ORD103509,2024-08-08,CUST11717,Nikhil Chauhan,Male,40.0,36-45,Bhopal,Madhya Pradesh,Central,23.2599,77.4126,P1006,boAt Rockerz 450,Electronics,Headphones,1,2255.73,14.5,1929.16,1470.56,458.6,23.77,Cash on Delivery,Delivered,6.0,4.0,Premium,Mobile Web
ORD101408,2024-04-06,CUST11383,Nikhil Chatterjee,Male,42.0,36-45,Mumbai,Maharashtra,West,19.076,72.8777,P1042,Tata Tea Premium 1kg,Grocery,Beverages,1,801.89,0.0,801.89,698.44,103.45,12.9,UPI,Delivered,3.0,4.7,Premium,Mobile App
ORD113147,2025-10-24,CUST13516,Ritu Naidu,Female,30.0,26-35,Hyderabad,Telangana,South,17.385,78.4867,P1006,boAt Rockerz 450,Electronics,Headphones,1,3123.75,9.3,2832.49,2103.52,728.97,25.74,UPI,Delivered,4.0,4.8,Premium,Mobile App
ORD105259,2024-10-20,CUST13165,Arjun Bose,Male,21.0,18-25,Bengaluru,Karnataka,South,12.9716,77.5946,P1046,Maggi Noodles Pack of 12,Grocery,Packaged Food,2,206.17,11.6,364.44,339.42,25.02,6.87,UPI,Delivered,4.0,,Budget,Mobile App
ORD103953,2024-09-01,CUST11483,Vikram Das,Male,35.0,26-35,Bengaluru,Karnataka,South,12.9716,77.5946,P1024,Godrej Interio Bookshelf,Home & Furniture,Furniture,1,10033.59,20.5,7974.55,7454.09,520.46,6.53,Credit Card,Delivered,4.0,4.0,Budget,Mobile Web
ORD113739,2025-11-12,CUST13325,Shruti Bose,Male,29.0,26-35,Chennai,Tamil Nadu,South,13.0827,80.2707,P1025,Sleepwell Foam Mattress,Home & Furniture,Furniture,2,11465.4,24.3,17367.19,16129.42,1237.77,7.13,Net Banking,Delivered,6.0,4.3,Budget,Mobile App
ORD112713,2025-10-12,CUST10675,Vikram Das,male,47.0,46-60,Coimbatore,Tamil Nadu,South,11.0168,76.9558,P1046,Maggi Noodles Pack of 12,Grocery,Packaged Food,6,159.55,17.8,787.28,832.82,-45.54,-5.78,Cash on Delivery,Delivered,6.0,4.4,Corporate,Mobile Web
ORD109470,2025-05-18,CUST11823,Swapnil Banerjee,Female,46.0,46-60,Kolkata,West Bengal,East,22.5726,88.3639,P1018,Puma Running Shoes,Fashion,Footwear,3,3881.07,9.1,10586.78,7604.95,2981.83,28.17,Cash on Delivery,Delivered,2.0,5.0,Corporate,Mobile App
ORD114039,2025-11-21,CUST11669,Pooja Patil,Female,31.0,26-35,Jaipur,Rajasthan,North,26.9124,75.7873,P1009,Noise ColorFit Pro 5,Electronics,Smart Watches,1,3784.51,15.0,3215.23,2470.15,745.08,23.17,Debit Card,Delivered,6.0,4.1,Corporate,Tablet
ORD111924,2025-09-15,CUST10719,Meera Mishra,Female,40.0,36-45,Hyderabad,Telangana,South,17.385,78.4867,P1005,Lenovo IdeaPad Slim 3,Electronics,Laptops,1,46529.47,21.5,36508.35,39346.92,-2838.57,-7.78,Debit Card,Delivered,4.0,4.3,Regular,Mobile App
ORD113223,2025-10-26,CUST13164,Aditya Yadav,Female,44.0,36-45,Indore,Madhya Pradesh,Central,22.7196,75.8577,P1001,Redmi Note 13 5G,electronics,Smartphones,1,17041.94,18.0,13966.07,14017.61,-51.54,-0.37,UPI,Delivered,5.0,4.5,Corporate,Mobile App
ORD110012,2025-06-16,CUST12011,Karan Patil,Male,47.0,46-60,Indore,Madhya Pradesh,Central,22.7196,75.8577,P1014,Biba Anarkali Kurta,Fashion,Women's Clothing,1,1539.39,27.0,1122.99,835.1,-242.56,-21.6,Debit Card,Returned,4.0,2.9,Corporate,Mobile App
ORD112216,2025-09-26,CUST12288,Deepak Naidu,Male,35.0,26-35,Kanpur,Uttar Pradesh,North,26.4499,80.3319,P1011,Levi's Slim Fit Jeans,Fashion,Men's Clothing,3,3240.52,11.6,8593.04,5737.99,2855.05,33.23,Credit Card,Delivered,7.0,4.0,Regular,Mobile App
ORD102704,2024-06-23,CUST10675,Vikram Das,Male,47.0,46-60,Coimbatore,Tamil Nadu,South,11.0168,76.9558,P1042,Tata Tea Premium 1kg,Grocery,Beverages,3,525.1,7.8,1452.8,1342.12,110.68,7.62,Debit Card,Delivered,6.0,3.4,Corporate,Mobile App
ORD107306,2025-01-11,CUST12825,Swapnil Bhat,Male,32.0,26-35,Mumbai,Maharashtra,West,19.076,72.8777,P1031,Minimalist Vitamin C Serum,Beauty,Skincare,2,859.08,16.1,1441.1,891.42,549.68,38.14,UPI,Delivered,,4.2,Premium,Mobile App
ORD103918,2024-08-30,CUST10966,Rohan Shah,Female,33.0,26-35,Thiruvananthapuram,Kerala,South,8.5241,76.9366,P1044,Haldiram Namkeen Combo,Grocery,Snacks,1,490.03,1.1,484.48,415.22,69.26,14.3,Credit Card,Delivered,2.0,3.7,Regular,Mobile App
ORD105543,2024-10-28,CUST13379,Pooja Mehta,Female,22.0,18-25,Mumbai,Maharashtra,West,19.076,72.8777,P1035,Lakme Absolute Lipstick,Beauty,Makeup,1,1021.93,24.8,768.69,492.74,275.95,35.9,Debit Card,Delivered,5.0,4.2,Regular,Mobile Web
ORD101929,2024-05-06,CUST13599,Yash Gill,Female,33.0,26-35,Mumbai,Maharashtra,West,19.076,72.8777,P1034,L'Oreal Hair Serum,Beauty,Haircare,3,556.02,11.0,1484.41,899.58,584.83,39.4,UPI,Delivered,3.0,4.7,Regular,Desktop
ORD106225,2024-11-23,CUST12520,Tejas Rao,Male,34.0,26-35,Mumbai,Maharashtra,West,19.076,72.8777,P1046,Maggi Noodles Pack of 12,Grocery,Packaged Food,3,259.86,21.4,613.02,672.39,-59.37,-9.68,UPI,Delivered,4.0,3.1,Regular,Mobile App
ORD114832,2025-12-24,CUST13342,Vikram Menon,Male,21.0,18-25,Kochi,Kerala,South,9.9312,76.2673,P1035,Lakme Absolute Lipstick,Beauty,Makeup,1,636.99,14.7,543.32,312.66,230.66,42.45,UPI,Delivered,5.0,,Budget,Mobile Web
ORD112323,2025-10-01,CUST10652,Sunita Sheikh,Male,34.0,26-35,Mumbai,Maharashtra,West,19.076,72.8777,P1046,Maggi Noodles Pack of 12,Grocery,Packaged Food,2,199.2,17.4,329.02,331.5,-2.48,-0.75,Credit Card,Delivered,5.0,4.7,Budget,Mobile App
ORD109164,2025-05-04,CUST12921,Sameer Bhat,Female,23.0,18-25,Chennai,Tamil Nadu,South,13.0827,80.2707,P1043,Bru Instant Coffee 200g,Grocery,Beverages,3,468.08,9.1,1276.61,1196.5,-7.54,-0.59,UPI,Cancelled,1.0,3.5,Budget,Mobile App
ORD103351,2024-07-29,CUST12409,Imran Singh,Female,23.0,18-25,Bengaluru,Karnataka,South,12.9716,77.5946,P1018,Puma Running Shoes,Fashion,Footwear,2,5039.49,32.1,6844.35,6854.28,-9.93,-0.15,Credit Card,Delivered,4.0,4.1,Regular,Mobile Web
ORD106196,2024-11-22,CUST12904,Meera Bhat,Female,,26-35,Pune,Maharashtra,West,18.5204,73.8567,P1066,Voltas 1.5T Split AC,Appliances,Air Conditioners,1,34178.8,18.2,27942.13,27861.6,80.53,0.29,Credit Card,Delivered,5.0,4.1,Budget,Mobile App
ORD106395,2024-11-29,CUST10961,Ishita Chatterjee,Female,25.0,18-25,Bhopal,Madhya Pradesh,Central,23.2599,77.4126,P1009,Noise ColorFit Pro 5,Electronics,Smart Watches,2,1607.01,15.0,2730.59,2135.65,594.94,21.79,Net Banking,Delivered,6.0,3.8,Regular,Mobile App
ORD104273,2024-09-14,CUST10493,Riya Mishra,Female,33.0,26-35,Lucknow,Uttar Pradesh,North,26.8467,80.9462,P1010,Apple Watch SE,Electronics,Smart Watches,1,30978.24,15.8,26072.21,27863.89,-4337.58,-16.64,UPI,Returned,4.0,4.2,Regular,Mobile App
ORD104324,2024-09-16,CUST10303,Zoya Chatterjee,Female,49.0,46-60,Hyderabad,Telangana,South,17.385,78.4867,P1044,Haldiram Namkeen Combo,Grocery,Snacks,2,364.34,25.6,542.37,622.72,-80.35,-14.81,Wallet,Delivered,3.0,4.5,Regular,Mobile Web
ORD109334,2025-05-13,CUST10854,Tejas Kaur,Female,29.0,26-35,Hyderabad,Telangana,South,17.385,78.4867,P1007,Sony WH-CH520,Electronics,Headphones,2,5535.59,16.0,9300.62,8075.72,1224.9,13.17,UPI,Shipped,4.0,4.0,Regular,Mobile Web
ORD107330,2025-01-13,CUST12268,Vivaan Banerjee,Female,26.0,26-35,Pune,Maharashtra,West,18.5204,73.8567,P1051,Decathlon Camping Tent,Sports,Outdoor Gear,1,5299.6,21.7,4150.52,3743.2,407.32,9.81,Cash on Delivery,Delivered,3.0,3.9,Budget,Mobile App
ORD109267,2025-05-09,CUST10346,Tejas Pillai,Female,49.0,46-60,Delhi,Delhi,North,28.7041,77.1025,P1024,Godrej Interio Bookshelf,Home & Furniture,Furniture,1,8998.04,6.8,8389.56,6436.02,1953.54,23.29,UPI,Delivered,2.0,4.5,Premium,Mobile Web
ORD108958,2025-04-21,CUST11144,Ritu Menon,Male,34.0,26-35,Chennai,Tamil Nadu,South,13.0827,80.2707,P1046,Maggi Noodles Pack of 12,Grocery,Packaged Food,2,202.55,2.6,394.74,359.16,35.58,9.01,Credit Card,Delivered,4.0,4.3,Regular,Mobile App
ORD100722,2024-02-22,CUST10528,Arjun Bhat,Male,37.0,36-45,Pune,Maharashtra,West,18.5204,73.8567,P1018,Puma Running Shoes,Fashion,Footwear,2,3826.13,14.3,6556.89,4955.51,1601.38,24.42,UPI,Delivered,2.0,4.2,Regular,Mobile Web
ORD102395,2024-06-02,CUST11602,Anil Nair,Male,,18-25,Coimbatore,Tamil Nadu,South,11.0168,76.9558,P1005,Lenovo IdeaPad Slim 3,Electronics,Laptops,1,42671.97,16.8,35490.13,35975.48,-485.35,-1.37,UPI,Delivered,4.0,4.4,Premium,Desktop
ORD101424,2024-04-07,CUST11095,Priya Das,Male,22.0,18-25,Delhi,Delhi,North,28.7041,77.1025,P1012,Allen Solly Formal Shirt,Fashion,Men's Clothing,1,1516.39,36.2,967.16,833.56,133.6,13.81,Debit Card,Delivered,1.0,5.0,Premium,Mobile App
ORD113922,2025-11-17,CUST11623,Deepak Menon,Male,30.0,26-35,Delhi,Delhi,North,28.7041,77.1025,P1021,Wildcraft Laptop Backpack,Fashion,Bags,1,1821.75,26.1,1345.9,1072.19,-169.57,-12.6,UPI,Returned,4.0,3.4,Premium,Mobile App
ORD107350,2025-01-14,CUST12659,Shruti Iyer,Male,33.0,26-35,Thiruvananthapuram,Kerala,South,8.5241,76.9366,P1019,Titan Neo Analog Watch,Fashion,Watches,2,4813.66,20.7,7632.97,5498.07,-1504.72,-19.71,UPI,Returned,5.0,,Premium,Mobile App
ORD110907,2025-07-31,CUST10760,Neha Mehta,Female,32.0,26-35,Ahmedabad,Gujarat,West,23.0225,72.5714,P1025,Sleepwell Foam Mattress,Home & Furniture,Furniture,2,17754.94,6.7,33124.77,24566.36,8558.41,25.84,EMI,Delivered,3.0,4.8,Premium,Mobile Web
ORD109478,2025-05-19,CUST13258,Farhan Singh,Male,30.0,26-35,Indore,Madhya Pradesh,Central,22.7196,75.8577,P1047,Kore Dumbbell Set 20kg,Sports,Fitness Equipment,1,1734.12,7.9,1597.34,1318.55,278.79,17.45,Debit Card,Delivered,5.0,4.7,Budget,Mobile Web
ORD105522,2024-10-27,CUST11532,Ishita Iyer,Male,49.0,46-60,Surat,Gujarat,West,21.1702,72.8311,P1041,Fortune Sunflower Oil 5L,Grocery,Staples,2,795.18,0.0,1590.36,1430.47,159.89,10.05,Cash on Delivery,Delivered,8.0,3.6,Budget,Desktop
ORD114389,2025-12-04,CUST12575,Diya Chatterjee,Male,29.0,26-35,Mumbai,Maharashtra,West,19.076,72.8777,P1026,Prestige Pressure Cooker,Home & Furniture,Kitchenware,1,3626.89,5.4,3432.54,2636.26,-473.92,-13.81,Cash on Delivery,Returned,2.0,3.7,Premium,Mobile App
ORD107258,2025-01-09,CUST12650,Amit Khan,Male,,26-35,Bengaluru,Karnataka,South,12.9716,77.5946,P1035,Lakme Absolute Lipstick,Beauty,Makeup,1,563.77,10.8,502.7,277.25,225.45,44.85,Credit Card,Delivered,3.0,4.8,Regular,Mobile Web
ORD103985,2024-09-02,CUST11916,Ritu Rao,Female,49.0,46-60,Coimbatore,Tamil Nadu,South,11.0168,76.9558,P1033,Mamaearth Onion Shampoo,Beauty,Haircare,1,434.43,27.1,316.74,220.14,96.6,30.5,Cash on Delivery,Delivered,7.0,4.5,Budget,Desktop
ORD110937,2025-08-02,CUST10448,Vikram Bose,Male,36.0,36-45,Ahmedabad,Gujarat,West,23.0225,72.5714,P1055,India After Gandhi,Books,Non-Fiction,1,653.3,11.3,579.73,476.46,103.27,17.81,UPI,Delivered,3.0,4.6,Regular,Mobile App
ORD106827,2024-12-18,CUST11468,Farhan Rao,Male,37.0,36-45,Mumbai,Maharashtra,West,19.076,72.8777,P1010,Apple Watch SE,Electronics,Smart Watches,2,41290.42,19.4,66598.33,71157.07,-4558.74,-6.85,UPI,Shipped,2.0,4.2,Regular,Mobile App
ORD113763,2025-11-12,CUST12372,Meera Singh,Male,25.0,18-25,Bhubaneswar,Odisha,East,20.2961,85.8245,P1059,Amar Chitra Katha Box Set,Books,Children's Books,1,853.97,15.7,719.69,578.09,141.6,19.68,Net Banking,Delivered,7.0,3.8,Regular,Mobile App
ORD101726,2024-04-25,CUST11567,Anil Deshmukh,Male,18.0,18-25,Chennai,Tamil Nadu,South,13.0827,80.2707,P1052,SG Cricket Kit,Sports,Outdoor Gear,1,5259.87,16.3,4403.63,3775.93,627.7,14.25,Debit Card,Delivered,5.0,4.1,Regular,Mobile App
ORD114098,2025-11-23,CUST12240,Imran Chatterjee,male,50.0,46-60,Mumbai,Maharashtra,West,19.076,72.8777,P1026,Prestige Pressure Cooker,Home & Furniture,Kitchenware,1,3864.76,27.5,2803.28,2843.17,-39.89,-1.42,Credit Card,Delivered,4.0,,Premium,Desktop
ORD114227,2025-11-28,CUST13116,Sneha Bose,Female,35.0,26-35,Hyderabad,Telangana,South,17.385,78.4867,P1017,Bata Formal Shoes,Fashion,Footwear,2,1783.86,37.7,2224.09,2235.48,-11.39,-0.51,UPI,Delivered,6.0,4.5,Budget,Mobile Web
ORD104105,2024-09-07,CUST10541,Harsh Bhat,Male,30.0,26-35,Kolkata,West Bengal,East,22.5726,88.3639,P1026,Prestige Pressure Cooker,Home & Furniture,Kitchenware,1,2415.33,8.6,2206.62,1751.22,-471.79,-21.38,UPI,Returned,6.0,3.9,Budget,Mobile App
ORD105369,2024-10-23,CUST13218,Tanvi Sharma,Male,29.0,26-35,Ludhiana,Punjab,North,30.901,75.8573,P1030,Bombay Dyeing Bedsheet,Home & Furniture,Bedding,2,2192.02,11.6,3876.66,2972.25,904.41,23.33,EMI,Shipped,6.0,4.7,Corporate,Mobile App
ORD106842,2024-12-19,CUST11092,Tanvi Mishra,Male,42.0,36-45,Hyderabad,Telangana,South,17.385,78.4867,P1049,Nivia Football Jersey,Sports,Sportswear,1,927.98,23.0,714.46,568.24,146.22,20.47,Credit Card,Delivered,3.0,4.7,Budget,Mobile App
ORD113004,2025-10-20,CUST10787,Vikram Menon,Male,38.0,36-45,Delhi,Delhi,North,28.7041,77.1025,P1022,Hidesign Leather Handbag,Fashion,Bags,1,7854.6,14.1,6746.68,4992.8,1753.88,26.0,Upi,Delivered,4.0,4.8,Corporate,Mobile App
ORD105095,2024-10-14,CUST11559,Sanjana Mishra,Male,37.0,36-45,Patna,Bihar,East,25.5941,85.1376,P1031,Minimalist Vitamin C Serum,Beauty,Skincare,1,612.02,17.8,503.16,301.89,201.27,40.0,Credit Card,Delivered,8.0,4.6,Regular,Mobile App
ORD111530,2025-08-30,CUST11440,Imran Bhat,Female,19.0,18-25,Hyderabad,Telangana,South,17.385,78.4867,P1035,Lakme Absolute Lipstick,Beauty,Makeup,3,1029.44,7.3,2862.65,1516.0,1346.65,47.04,EMI,Shipped,4.0,4.5,Corporate,Mobile App
ORD100347,2024-01-26,CUST11687,Yash Banerjee,Female,28.0,26-35,Delhi,Delhi,North,28.7041,77.1025,P1052,SG Cricket Kit,Sports,Outdoor Gear,2,5902.42,19.3,9525.83,8499.75,1026.08,10.77,,Delivered,2.0,4.6,Regular,Desktop
ORD114728,2025-12-20,CUST10522,Kavya Joshi,Female,19.0,18-25,Indore,Madhya Pradesh,Central,22.7196,75.8577,P1042,Tata Tea Premium 1kg,Grocery,Beverages,1,484.87,16.4,405.12,409.34,-4.22,-1.04,UPI,Delivered,2.0,4.1,Regular,Mobile App
ORD102659,2024-06-20,CUST10775,Neha Sharma,Female,24.0,18-25,Indore,Madhya Pradesh,Central,22.7196,75.8577,P1041,Fortune Sunflower Oil 5L,Grocery,Staples,3,894.21,2.7,2609.89,2467.17,142.72,5.47,UPI,Delivered,5.0,4.5,Premium,Mobile App
ORD111284,2025-08-19,CUST10894,Suresh Deshmukh,Male,27.0,26-35,Mumbai,Maharashtra,West,19.076,72.8777,P1043,Bru Instant Coffee 200g,Grocery,Beverages,2,581.7,3.8,1118.8,997.48,121.32,10.84,UPI,Delivered,5.0,4.5,Regular,Mobile Web
ORD112962,2025-10-19,CUST11010,Deepak Mehta,Female,40.0,36-45,Mysuru,Karnataka,South,12.2958,76.6394,P1041,Fortune Sunflower Oil 5L,Grocery,Staples,2,935.45,12.9,1628.89,1711.51,-82.62,-5.07,Wallet,Delivered,5.0,4.2,Premium,Mobile App
ORD104094,2024-09-07,CUST13462,Sneha Pillai,Male,23.0,18-25,Gurugram,Haryana,North,28.4595,77.0266,P1028,Chumbak Wall Clock,Home & Furniture,Home Decor,1,3123.75,23.0,2406.1,1978.97,427.13,17.75,UPI,Delivered,4.0,4.5,Premium,Mobile App
ORD101313,2024-03-31,CUST10185,Aarav Pillai,Male,42.0,36-45,Mumbai,Maharashtra,West,19.076,72.8777,P1012,Allen Solly Formal Shirt,Fashion,Men's Clothing,1,2020.43,21.0,1596.7,1126.1,470.6,29.47,Credit Card,Delivered,3.0,4.7,Regular,Mobile App
ORD100557,2024-02-09,CUST12271,Riya Bose,Female,18.0,18-25,Mumbai,Maharashtra,West,19.076,72.8777,P1036,Maybelline Fit Me Foundation,Beauty,Makeup,2,835.79,28.6,1194.23,885.7,308.53,25.84,Wallet,Delivered,3.0,5.0,Regular,Desktop
ORD111619,2025-09-02,CUST13478,Meera Kaur,Female,40.0,36-45,Jaipur,Rajasthan,North,26.9124,75.7873,P1036,Maybelline Fit Me Foundation,Beauty,Makeup,3,1168.96,15.6,2961.4,1919.73,1041.67,35.17,UPI,Delivered,3.0,4.8,Premium,Mobile App
ORD114824,2025-12-24,CUST10895,Sneha Naidu,Male,35.0,26-35,Bengaluru,Karnataka,South,12.9716,77.5946,P1032,Cetaphil Moisturiser,Beauty,Skincare,1,932.57,12.1,819.27,519.42,299.85,36.6,Credit Card,Delivered,2.0,5.0,Regular,Mobile App
ORD111661,2025-09-04,CUST10744,Amit Sharma,Male,40.0,36-45,Bengaluru,Karnataka,South,12.9716,77.5946,P1008,Canon EOS 1500D,Electronics,Cameras,1,52549.38,25.7,39029.49,41955.22,-2925.73,-7.5,EMI,Delivered,4.0,4.6,Premium,Mobile App
ORD106576,2024-12-06,CUST12819,Manish Mehta,Female,31.0,26-35,Bengaluru,Karnataka,South,12.9716,77.5946,P1041,Fortune Sunflower Oil 5L,Grocery,Staples,5,1026.11,11.0,4565.03,4535.27,29.76,0.65,UPI,Delivered,2.0,4.9,Regular,Tablet
ORD113040,2025-10-21,CUST12655,Arjun Mehta,Female,42.0,36-45,Chennai,Tamil Nadu,South,13.0827,80.2707,P1036,Maybelline Fit Me Foundation,Beauty,Makeup,1,1201.19,25.4,896.67,656.85,239.82,26.75,Net Banking,Shipped,3.0,4.5,Premium,Desktop
ORD102980,2024-07-10,CUST11446,Rahul Das,Female,34.0,26-35,Gurugram,Haryana,North,28.4595,77.0266,P1021,Wildcraft Laptop Backpack, Fashion ,Bags,4,2003.02,21.7,6272.72,4811.06,-1134.07,-18.08,Wallet,Returned,2.0,3.3,Premium,Mobile App
ORD107047,2024-12-28,CUST10285,Sanjana Das,Female,18.0,18-25,Bengaluru,Karnataka,South,12.9716,77.5946,P1043,Bru Instant Coffee 200g,Grocery,Beverages,3,683.14,4.5,1956.74,1739.94,216.8,11.08,UPI,Delivered,2.0,5.0,Regular,Mobile App
ORD106993,2024-12-25,CUST12726,Manish Naidu,Male,34.0,26-35,Chennai,Tamil Nadu,South,13.0827,80.2707,P1019,Titan Neo Analog Watch,Fashion,Watches,4,3461.16,21.8,10822.72,8002.2,2820.52,26.06,UPI,Delivered,2.0,3.9,Budget,Mobile App
ORD111539,2025-08-30,CUST13263,Yash Deshmukh,Male,36.0,36-45,Patna,Bihar,East,25.5941,85.1376,P1021,Wildcraft Laptop Backpack,Fashion,Bags,1,1019.15,32.2,690.56,587.21,103.35,14.97,UPI,Delivered,8.0,4.3,Budget,Mobile App
ORD112326,2025-10-01,CUST12666,Aditi Menon,Female,31.0,26-35,Pune,Maharashtra,West,18.5204,73.8567,P1006,boAt Rockerz 450,ELECTRONICS,Headphones,1,1659.5,23.1,1276.39,1128.24,148.15,11.61,UPI,Delivered,3.0,4.3,Budget,Mobile Web
ORD106693,2024-12-12,CUST11469,Anil Yadav,Male,57.0,46-60,Kochi,Kerala,South,9.9312,76.2673,P1062,IFB 6.5kg Front Load,Appliances,Washing Machines,2,27154.14,4.5,51884.3,44030.62,7853.68,15.14,Cash on Delivery,Delivered,6.0,4.0,Budget,Mobile App
ORD113841,2025-11-15,CUST12457,Vivaan Bose,Male,43.0,36-45,,Haryana,North,28.4595,77.0266,P1008,Canon EOS 1500D,Electronics,Cameras,1,46646.7,27.0,34075.37,38639.43,-4564.06,-13.39,,Delivered,4.0,4.6,Premium,Mobile App
ORD102143,2024-05-19,CUST12359,Ritu Bhat,Female,40.0,36-45,Coimbatore,Tamil Nadu,South,11.0168,76.9558,P1045,MTR Ready to Eat Combo,Grocery,Packaged Food,2,421.13,3.0,817.27,695.73,121.54,14.87,UPI,Delivered,3.0,4.7,Budget,Mobile App
ORD106983,2024-12-25,CUST11080,Farhan Chauhan,Female,21.0,18-25,Indore,Madhya Pradesh,Central,22.7196,75.8577,P1035,Lakme Absolute Lipstick,Beauty,Makeup,2,537.35,27.2,782.08,527.36,254.72,32.57,Debit Card,Delivered,4.0,4.1,Budget,Desktop
ORD100344,2024-01-26,CUST10811,Manish Sharma,Male,40.0,36-45,Indore,Madhya Pradesh,Central,22.7196,75.8577,P1036,Maybelline Fit Me Foundation,Beauty,Makeup,2,544.85,19.0,882.19,591.25,-17.13,-1.94,Cash on Delivery,Cancelled,3.0,3.2,Premium,Mobile App
ORD112077,2025-09-20,CUST13416,Tanvi Rao,Female,23.0,18-25,Kochi,Kerala,South,9.9312,76.2673,P1045,MTR Ready to Eat Combo,Grocery,Packaged Food,3,527.32,14.3,1356.28,1291.36,64.92,4.79,Cash on Delivery,Delivered,5.0,4.7,Premium,Mobile App
ORD107502,2025-01-25,CUST12907,Yash Bhat,Female,35.0,26-35,Patna,Bihar,East,25.5941,85.1376,P1038,Fogg Body Spray,Beauty,Fragrances,3,253.31,3.2,735.53,408.2,327.33,44.5,UPI,Delivered,7.0,3.6,Regular,Mobile App
ORD111299,2025-08-20,CUST12010,Suresh Pandey,Female,50.0,46-60,Ludhiana,Punjab,North,30.901,75.8573,P1014,Biba Anarkali Kurta,Fashion,Women's Clothing,3,2739.99,12.9,7162.58,4450.43,2712.15,37.87,EMI,Shipped,4.0,5.0,Corporate,Mobile Web
ORD108756,2025-04-10,CUST12548,Meera Reddy,Male,44.0,36-45,Guwahati,Assam,Northeast,26.1445,91.7362,P1018,Puma Running Shoes,Fashion,Footwear,1,3632.29,27.2,2643.43,2411.48,-362.62,-13.72,Cash on Delivery,Returned,9.0,2.6,Premium,Mobile App
ORD105894,2024-11-10,CUST10603,Anjali Kaur,Male,34.0,26-35,Bhopal,Madhya Pradesh,Central,23.2599,77.4126,P1040,India Gate Basmati Rice 5kg,Grocery,Staples,2,466.65,12.4,817.12,800.88,16.24,1.99,Debit Card,Delivered,5.0,,Budget,Mobile App
ORD114269,2025-11-29,CUST10603,Anjali Kaur,Male,34.0,26-35,Bhopal,Madhya Pradesh,Central,23.2599,77.4126,P1045,MTR Ready to Eat Combo,Grocery,Packaged Food,4,379.39,17.1,1258.3,1249.14,9.16,0.73,Credit Card,Delivered,5.0,4.1,Budget,Mobile Web
ORD103117,2024-07-17,CUST11370,Neha Chauhan,Female,32.0,26-35,Bhopal,Madhya Pradesh,Central,23.2599,77.4126,P1067,Blue Star 1T Window AC,Appliances,Air Conditioners,1,26405.27,20.6,20974.5,21968.21,-993.71,-4.74,Debit Card,Delivered,4.0,5.0,Corporate,Mobile Web
ORD112801,2025-10-14,CUST10730,Manish Banerjee,Female,18.0,18-25,Nagpur,Maharashtra,West,21.1458,79.0882,P1044,Haldiram Namkeen Combo,GROCERY,Snacks,3,421.72,9.9,1140.54,1012.9,127.64,11.19,UPI,Delivered,9.0,4.0,Regular,Desktop
ORD108309,2025-03-17,CUST11087,Tejas Naidu,Male,25.0,18-25,Pune,Maharashtra,West,18.5204,73.8567,P1045,MTR Ready to Eat Combo,Grocery,Packaged Food,4,518.62,5.6,1958.04,1719.22,238.82,12.2,Debit Card,Delivered,3.0,4.4,Budget,Mobile App
ORD112479,2025-10-05,CUST11278,Tejas Iyer,Female,46.0,46-60,Kanpur,Uttar Pradesh,North,26.4499,80.3319,P1016,Fabindia Cotton Saree,Fashion,Women's Clothing,2,4132.55,23.0,6367.37,5024.93,-1342.32,-21.08,Wallet,Returned,6.0,3.3,Regular,Mobile Web
ORD107072,2024-12-29,CUST12817,Pooja Verma,Male,40.0,36-45,Hyderabad,Telangana,South,17.385,78.4867,P1002,Samsung Galaxy M35,Electronics,Smartphones,1,20441.62,9.5,18492.1,16811.21,1680.89,9.09,Wallet,Delivered,3.0,4.5,Regular,Desktop
ORD111776,2025-09-08,CUST13508,Meera Menon,Female,46.0,46-60,Hyderabad,Telangana,South,17.385,78.4867,P1058,Data Science Handbook,Books,Academic,2,1492.48,15.2,2531.35,2305.53,225.82,8.92,Debit Card,Delivered,4.0,3.6,Corporate,Mobile App
